Epoch,Train Loss,Val Loss,Val IoU All,Val Dice All,Val F1 All,Val IoU Damage,Val Dice Damage,Val F1 Damage
1,0.0787987779699532,0.07905757088190228,0.07431553761511361,0.106088104020344,0.10608810294718032,0.08035722027611845,0.11263775481711702,0.11263775370979037
2,0.06732683097677572,0.06821382971235194,0.12686616895503044,0.16183138561390184,0.16183138429211746,0.13930141475228972,0.1734677820395876,0.17346778076597102
3,0.05554068775338237,0.07074498900908346,0.08509276206861108,0.11547446667897568,0.11547446561784133,0.08767827205041115,0.11635056576717054,0.11635056476397349
4,0.05801772726566664,0.059717936849379136,0.1604875841592162,0.1971165133518445,0.19711651189491675,0.1787890474810127,0.21339460654673242,0.21339460510765623
5,0.04535900452148261,0.05879291748576668,0.1801687022563056,0.21637450194937458,0.21637450032280622,0.1984294154041868,0.23073384035264258,0.23073383883674609
6,0.040708675986606976,0.05829369656096474,0.17260280366582278,0.20846252277921767,0.20846252120087283,0.18867177902042223,0.22000248924880517,0.22000248781863113
7,0.0370440049816846,0.062467203730364816,0.1847934090934314,0.22048049999708091,0.22048049835569755,0.20256074807602578,0.23338585988758143,0.23338585837061354
8,0.03368553382650134,0.07105897726753839,0.19120348081030347,0.22935726258990666,0.22935726090418881,0.20985152043101946,0.2423893842834123,0.24238938270961646
9,0.031704176761908155,0.05569508662873608,0.1846345801838424,0.22315827735422572,0.22315827574971858,0.20413427739031428,0.23941989453112733,0.23941989294795846
10,0.029718734548987415,0.06642118125337045,0.19976970703435976,0.24012747263660272,0.24012747088158837,0.2198448604390299,0.25522400041629517,0.2552239987439464
11,0.02627296088471277,0.07012538596508103,0.1922187137612777,0.23206390817557043,0.23206390645950897,0.2119123892212959,0.24655475177341396,0.24655475015624956
12,0.026427887763983172,0.06466037705423494,0.20531497055888118,0.24692115615041374,0.24692115432268938,0.22427498294390263,0.2600133664404013,0.2600133647377479
13,0.02102259442241575,0.06807815489354588,0.22449856006720187,0.26588846151260037,0.26588845963744123,0.2452638063116895,0.27925037319758605,0.2792503714393876
14,0.020317946975763203,0.08173565201112194,0.21959361312838807,0.2601972397484123,0.26019723790908555,0.2372802342954934,0.26986335622244173,0.2698633545138958
15,0.01847322149074736,0.07249129880677133,0.21499589401806482,0.2580475026838244,0.25804750082010297,0.2350200001444594,0.27191241096082797,0.27191240917567683
16,0.017284553285045783,0.07398994667686452,0.22154021521551642,0.2649970839371922,0.26499708204460826,0.24022534403390108,0.2763428999123389,0.27634289813357765
17,0.017105232696863024,0.09406212789600885,0.22870077618581125,0.2717580468967056,0.27175804495606826,0.24857479774893892,0.2836936878280804,0.2836936860060585
18,0.014244711041082657,0.09904249423800812,0.19396825345622404,0.23903972427839099,0.2390397224831348,0.20983017978897728,0.24896821156185256,0.2489682098619283
19,0.015868375604052208,0.09411926931227713,0.2232108059110698,0.2672024713127163,0.26720246937973025,0.24274632980830874,0.2790462326994806,0.2790462308974367
20,0.01379715202983519,0.09782274947599563,0.22417274665392753,0.26758093757950097,0.2675809356715078,0.24118106673719097,0.2755694302707714,0.27556942851867827
21,0.013494761712293852,0.08803897700314567,0.23612536578558915,0.28025423971913266,0.28025423775243397,0.25668020167016764,0.2929135406554905,0.2929135387921203
22,0.012434912239588779,0.08588451189725615,0.22695407935566264,0.2710727097275595,0.2710727078053285,0.2471608256997442,0.2837422828131729,0.2837422809898716
23,0.010156155595158712,0.11658087237393283,0.23505329214446663,0.27908909267564574,0.2790890907095244,0.25400150121126785,0.28948490134956384,0.28948489950144474
24,0.010256752397720566,0.0944837385073927,0.22919008264847635,0.2757025969114385,0.2757025949283201,0.2498217431748682,0.28907737441011033,0.28907737252265997
25,0.009742300892607851,0.11526150804190816,0.24106295389404253,0.2865660760203753,0.2865660739875797,0.26282956398490376,0.30001244028164203,0.300012438350042
26,0.009692629734616827,0.09592289946276826,0.2192340358503781,0.266708539082381,0.2667085371238436,0.24221645398686345,0.28449656550006897,0.28449656358297737
27,0.009039964136170283,0.12290219636957671,0.23756473161624997,0.28440702455605404,0.2844070225053635,0.2594624749520873,0.29814519122654937,0.2981451892813206
28,0.012386142209815296,0.10322300044348755,0.23154441495653422,0.27854899352210644,0.27854899149943,0.25130867400710605,0.29071074710286043,0.2907107451908518
29,0.008555375406087104,0.11815631604653627,0.24261379530899457,0.2883370222444788,0.2883370201748018,0.26351786249307063,0.30053921919676585,0.3005392172403323
30,0.007441501745926525,0.12369700162316434,0.2409573424280907,0.28743908798023005,0.287439085910315,0.26304671380804917,0.30142649152796375,0.3014264895577988
31,0.006911424934401096,0.13153503645655557,0.24425175207960792,0.2904860028437619,0.29048600075955344,0.2645372675183301,0.30233026191015805,0.3023302599369849
32,0.007258511149552687,0.1468573438409366,0.2414465195354222,0.28792188194610535,0.2879218798619002,0.2601036843926512,0.2974835084174181,0.29748350646251936
33,0.006785530453098205,0.13628827742845706,0.24323300400394104,0.29136630258929636,0.2913663005000958,0.2619153487226292,0.3014130837997337,0.3014130818330235
34,0.008517769751352674,0.1169340828192389,0.21612685908391982,0.2637862557492724,0.2637862537797458,0.2335278862989787,0.27398938816455887,0.27398938628911645
35,0.0058648424144868636,0.15008452647626075,0.24347305686128246,0.28947283166551746,0.2894728295824427,0.26397537023367185,0.3009089390662903,0.3009089371070869
36,0.005707074802194861,0.14924275026822983,0.2331002102742131,0.2803692792766738,0.28036927721574145,0.24944712952576886,0.2878595576433418,0.28785955570836635
37,0.006128278071606457,0.14898898349179182,0.24572553715589188,0.29253808439384793,0.2925380823014458,0.26544026178984265,0.302991715649509,0.302991713679765
38,0.007325179769698999,0.13931568209322448,0.24159897110515072,0.28971719569279203,0.2897171936053969,0.2619922236594311,0.30192391883281433,0.30192391682753283
39,0.007166336766432124,0.12338154977505662,0.23896495830831493,0.28601893933983513,0.28601893729729555,0.25672947349412906,0.29486799877929176,0.2948679968571455
40,0.00536181866952026,0.13327933001450926,0.24248654403665254,0.28919302335240826,0.2891930212619693,0.26265046063431297,0.3007979441993019,0.30079794221677914
41,0.004461660712539902,0.13568515731606332,0.24081040585694344,0.2891580599528211,0.28915805785163434,0.26227012029094965,0.30273788547882935,0.30273788347027863
42,0.004541671556360221,0.13513974802441125,0.24578633157108126,0.29324334559616694,0.2932433434713643,0.26793039048595485,0.3071272021560976,0.30712720011971495
43,0.004978508806966617,0.14771997010421578,0.22594743700035808,0.27553833383271586,0.27553833178135834,0.2452457029309749,0.28746143393870066,0.2874614319795376
44,0.006343014585724917,0.14556503751263933,0.2468416537399459,0.2952749127472819,0.2952749106342094,0.2652636658585386,0.30470435772243054,0.30470435572871746
45,0.004110088333974741,0.1636234009875053,0.24363953201779515,0.29121281929530485,0.291212817200302,0.26434613874066915,0.3037905872470663,0.30379058523621805
46,0.003938950699155969,0.17668126023211822,0.24235083454692125,0.29046544840965105,0.29046544631505183,0.26346018833593277,0.3037574317501416,0.30375742974822023
47,0.004988220214153651,0.17931794492255954,0.24770436207582044,0.2974483149513933,0.29744831279738365,0.2662498569116497,0.30705311262477974,0.3070531105862988
48,0.005033553589931078,0.1499279081271805,0.24007600722975156,0.28723254003894566,0.28723253796104053,0.2614290890912086,0.30116671340675155,0.301166711399851
49,0.0033536423757414293,0.17634828762829072,0.24767396554135174,0.29558292957100035,0.29558292745473536,0.26635883039177516,0.30500407776712485,0.30500407576086286
50,0.003479679040842092,0.2071337176755808,0.22629827170778363,0.2761406303798859,0.2761406283125411,0.23972298568044334,0.28078649558566815,0.2807864936564667
51,0.00535797367654383,0.17337432529044486,0.2495099930308836,0.29699631004548405,0.2969963079198639,0.2680885287520637,0.30638484165428886,0.30638483964498836
52,0.005535180361621494,0.18460725204696202,0.2479806979149667,0.2962214440137111,0.29622144189120203,0.2660072290742479,0.30493678414317066,0.30493678214319486
53,0.005341915431616009,0.16850132426562875,0.2490537444109932,0.29861904907180337,0.29861904690442653,0.2679217132733186,0.3083939589973141,0.30839395694193233
54,0.0036952307285883623,0.13288504443978577,0.24147125182390758,0.2892541275699421,0.2892541254705791,0.25931204653131734,0.2983747670813914,0.2983747650855541
55,0.0033822417021852724,0.17657738889632205,0.2451089625400212,0.2931027531497232,0.2931027510189808,0.2641982183659969,0.3036269952372882,0.303626993209091
56,0.003696825101380828,0.1678013235086691,0.24962356712813144,0.29781191881225505,0.29781191664909046,0.2682034265262673,0.3068417829911815,0.3068417809445559
57,0.005649221253382882,0.15556909796218207,0.24501963301971127,0.2931494351402939,0.29314943303038205,0.26410244754370654,0.3036541637412046,0.30365416172349435
58,0.003134558877895517,0.17410082094462156,0.24620630311861577,0.29466685261020414,0.2946668504894632,0.2655835213211514,0.30513056493308943,0.3051305629150518
59,0.004641410479520272,0.15824106430226623,0.23534180268860866,0.2833087967810893,0.2833087946930678,0.255530692421732,0.2957196093264708,0.2957196073197981
60,0.004469855189078419,0.1800784172826721,0.24806459905915065,0.29534869039681555,0.29534868827746047,0.2671030178034932,0.3051223337339354,0.3051223317177313
61,0.003170758469267144,0.17980391764765272,0.24860028789300936,0.29660345970719704,0.29660345756290746,0.26715049567913,0.30568683826064896,0.3056868362282943
62,0.004043223605535623,0.18240877518786683,0.2447072726047744,0.2938409128986233,0.29384091076131735,0.2646637916798046,0.30543908256093866,0.30543908052216256
63,0.0029594001350200174,0.19575601075850435,0.25093258816191166,0.2991403997622082,0.2991403976101616,0.270894834785724,0.3098838825327239,0.3098838804900763
64,0.002948197754729759,0.186050296382662,0.2493346053652135,0.2975317581378741,0.297531755983523,0.26981098022391786,0.30918966915031315,0.30918966709556156
65,0.003587124902752998,0.21363361818140753,0.24934387803373032,0.29719610910371397,0.297196106975183,0.2695621375306536,0.30805921618426513,0.3080592141661918
66,0.003117914107438959,0.18852509413402657,0.2458790679897306,0.29396980477076823,0.2939698026403771,0.26450604652512383,0.30355674192227033,0.3035567399073222
67,0.004582660770383041,0.191063935902386,0.2481932567161939,0.296757647031724,0.2967576448682854,0.2683923520943812,0.30816652275843276,0.3081665207014284
68,0.002577861476946381,0.1962970456953275,0.2497486550227836,0.29642832180661016,0.29642831968734945,0.26763453256458725,0.3043340194079758,0.3043340174231886
69,0.003522973597574327,0.16457674785825754,0.2245075345984077,0.2721722536312109,0.2721722516012613,0.2501203015688286,0.2927277445162998,0.2927277424950488
70,0.003818635512419909,0.18048590586572455,0.24857711213728115,0.2954647919224584,0.29546478981191804,0.2698024115725775,0.30762507122279625,0.3076250692157083
71,0.0032454006885859867,0.16283071506446034,0.23704486891277332,0.28492669063050097,0.28492668856553177,0.257126240681666,0.29732662815899474,0.29732662616704264
72,0.002355500486234447,0.22886858814447755,0.24828513672220226,0.29533143657434413,0.2953314344377769,0.26961939755253056,0.307753859179293,0.3077538571530719
73,0.0031222313396347197,0.20400223449345253,0.2344874283191635,0.2831909816500682,0.2831909795384348,0.25621431542835227,0.2979247357580577,0.2979247337227835
